,text_raw,text_clean
3167,"Ralph found that he had rock painfully gripped in both hands, found his body arched, the muscles of his neck stiff, his mouth strained open.",ralph find that he have rock painfully grip in both hand find his body arch the muscle of his neck stiff his mouth strain open
3168,"""You'll get back to where you came from.""",you will get back to where you come from
3169,Simon nodded as he spoke.,simon nod a he speak
3170,"He was kneeling on one knee, looking down from a higher rock which he held with both hands; his other leg stretched down to Ralph's level.",he be kneel on one knee look down from a high rock which he hold with both hand his other leg stretch down to ralph s level
3171,Ralph was puzzled and searched Simon's face for a clue.,ralph be puzzle and search simon s face for a clue
3172,"""It's so big, I mean--""",it be so big i mean
3173,Simon nodded.,simon nod
3174,"""All the same.",all the same
3175,You'll get back all right.,you will get back all right
3176,"I think so, anyway.",i think so anyway
3177,""" Some of the strain had gone from Ralph's body.",some of the strain have go from ralph s body
3178,He glanced at the sea and then smiled bitterly at Simon.,he glance at the sea and then smile bitterly at simon
3179,"""Got a ship in your pocket?""",get a ship in your pocket
3180,Simon grinned and shook his head.,simon grin and shake his head
3181,"""How do you know, then?""",how do you know then
3182,"When Simon was still silent Ralph said curtly, ""You're batty.",when simon be still silent ralph say curtly you be batty
3183,""" Simon shook his head violently till the coarse black hair flew backwards and forwards across his face.",simon shake his head violently till the coarse black hair fly backwards and forward across his face
3184,"""No, I'm not.",no i be not
3185,"I just _think you'll get back all right._"" For a moment nothing more was said.",i just think you will get back all right for a moment nothing much be say
3186,And then they suddenly smiled at each other.,and then they suddenly smile at each other
3187,Roger called from the coverts.,roger call from the covert
3188,"""Come and see!""",come and see
3189,The ground was turned over near the pig-run and there were droppings that steamed.,the grind be turn over near the pig run and there be droppings that steam
3190,Jack bent down to them as though he loved them.,jack bend down to them a though he love them
3191,"""Ralph--we need meat even if we are hunting the other thing.""",ralph we need meat even if we be hunt the other thing
3192,"""If you mean going the right way, we'll hunt.""",if you mean go the right way we will hunt
3193,"They set off again, the hunters bunched a little by fear of the mentioned beast, while Jack quested ahead.",they set off again the hunter bunch a little by fear of the mention beast while jack quest ahead
3194,"They went more slowly than Ralph had bargained for; yet in a way he was glad to loiter, cradling his spear.",they go much slowly than ralph have bargain for yet in a way he be glad to loiter cradle his spear
3195,Jack came up against some emergency of his craft and soon the procession stopped.,jack come up against some emergency of his craft and soon the procession stop
3196,Ralph leaned against a tree and at once the daydreams came swarming up.,ralph lean against a tree and at once the daydream come swarm up
3197,"Jack was in charge of the hunt and there would be time to get to the mountain-- Once, following his father from Chatham to Devonport, they had lived in a cottage on the edge of the moors.",jack be in charge of the hunt and there would be time to get to the mountain once follow his father from chatham to devonport they have live in a cottage on the edge of the moor
3198,"In the succession of houses that Ralph had known, this one stood out with particular clarity because after that house he had been sent away to school.",in the succession of house that ralph have know this one stand out with particular clarity because after that house he have be send away to school
3199,Mummy had still been with them and Daddy had come home every day.,mummy have still be with them and daddy have come home every day
3200,"Wild ponies came to the stone wall at the bottom of the garden, and it had snowed.",wild pony come to the stone wall at the bottom of the garden and it have snow
3201,"Just behind the cottage there was a sort of shed and you could lie up there, watching the flakes swirl past.",just behind the cottage there be a sort of she would and you can lie up there watch the flake swirl past
3202,"You could see the damp spot where each flake died, then you could mark the first flake that lay down without melting and watch, the whole ground turn white.",you can see the damp spot where each flake die then you can mark the ﻿1 flake that lie down without melt and watch the whole grind turn white
3203,"You could go indoors when you were cold and look out of the window, past the bright copper kettle and the plate with the little blue men.",you can go indoor when you be cold and look out of the window past the bright copper kettle and the plate with the little blue man
3204,When you went to bed there was a bowl of cornflakes with sugar and cream.,when you go to bed there be a bowl of cornflake with sugar and cream
3205,"And the books--they stood on the shelf by the bed, leaning together with always two or three laid flat on top because he had not bothered to put them back properly.",and the book they stand on the shelf by the bed lean together with always two or three lay flat on top because he have not bother to put them back properly
3206,They were dog-eared and scratched.,they be dog ear and scratch
