,text_raw,text_clean
3110,"The last sins oozed forth, sluggish, filthy.",the last sin ooze forth sluggish filthy
3111,There was no more to tell.,there be no much to tell
3112,"He bowed his head, overcome.",he bow his head overcome
3113,The Priest was silent.,the priest be silent
3114,Then he asked:,then he ask
3115,"How old are you, my child?",how old be you my child
3116,"Sixteen, father.",sixteen father
3117,The priest passed his hand several times over his face.,the priest pass his hand several time over his face
3118,"Then, resting his forehead against his hand, he leaned towards the grating and, with eyes still averted, spoke slowly.",then rest his forehead against his hand he lean towards the grate and with eye still avert speak slowly
3119,His voice was weary and old.,his voice be weary and old
3120,"You are very young, my child, he said, and let me implore of you to give up that sin.",you be very young my child he say and let me implore of you to give up that sin
3121,It is a terrible sin.,it be a terrible sin
3122,It kills the body and it kills the soul.,it kill the body and it kill the soul
3123,It is the cause of many crimes and misfortunes.,it be the because of many crime and misfortune
3124,"Give it up, my child, for God's sake.",give it up my child for god s sake
3125,It is dishonourable and unmanly.,it be dishonourable and unmanly
3126,You cannot know where that wretched habit will lead you or where it will come against you.,you can not know where that wretched habit will lead you or where it will come against you
3127,"As long as you commit that sin, my poor child, you will never be worth one farthing to God.",a long a you commit that sin my poor child you will never be worth one farthing to god
3128,Pray to our mother Mary to help you.,pray to our mother mary to help you
3129,"She will help you, my child.",she will help you my child
3130,Pray to Our Blessed Lady when that sin comes into your mind.,pray to our bless lady when that sin come into your mind
3131,"I am sure you will do that, will you not?",i be sure you will do that will you not
3132,You repent of all those sins.,you repent of all that sin
3133,I am sure you do.,i be sure you do
3134,And you will promise God now that by His holy grace you will never offend Him any more by that wicked sin.,and you will promise god now that by his holy grace you will never offend him any much by that wicked sin
3135,"You will make that solemn promise to God, will you not?",you will make that solemn promise to god will you not
3136,"Yes, father.",yes father
3137,The old and weary voice fell like sweet rain upon his quaking parching heart.,the old and weary voice fall like sweet rain upon his quake parch heart
3138,How sweet and sad!,how sweet and sad
3139,Do so my poor child.,do so my poor child
3140,The devil has led you astray.,the devil have lead you astray
3141,Drive him back to hell when he tempts you to dishonour your body in that waythe foul spirit who hates our Lord.,drive him back to hell when he tempt you to dishonour your body in that waythe foul spirit who hate our lord
3142,"Promise God now that you will give up that sin, that wretched wretched sin.",promise god now that you will give up that sin that wretched wretched sin
3143,Blinded by his tears and by the light of God's mercifulness he bent his head and heard the grave words of absolution spoken and saw the priest's hand raised above him in token of forgiveness.,blind by his tear and by the light of god s mercifulness he bend his head and hear the grave word of absolution speak and see the priest s hand raise above him in token of forgiveness
